Pinhole_x,Pinhole_y,Pinhole_z,Crystal_x,Crystal_y,Crystal_z
0.00000000000000640078817601264,149.61,0.00000000000000027050558853548,0.00000000000000768428289749101,179.61,0.00000000000000032474773582553
34.3603295026134,137.71673112502,-47.2929363088284,41.2503093507412,165.331876728593,-56.7761800042021
55.5961809998733,137.71673112502,18.0642942421893,66.7444025759458,165.331876728593,21.686571010224
0.00000000000000640078817601264,137.71673112502,58.4572841332804,0.00000000000000768428289749101,165.331876728593,70.1792179879586
-55.5961809998736,137.71673112502,18.0642942421884,-66.7444025759461,165.331876728593,21.686571010223
-34.3603295026127,137.71673112502,-47.2929363088289,-41.2503093507404,165.331876728593,-56.7761800042027
29.5433309776906,106.709399697957,-100.615345305,35.467399752042,128.106913172582,-120.79087073211
79.2501940908554,106.709399697957,-68.67068408472,95.1415504355226,128.106913172582,-82.4406227421734
103.795680535287,106.709399697957,-14.9235658714097,124.608931093797,128.106913172582,-17.9160595292019
95.3867717949979,106.709399697957,43.5616790611955,114.513856574424,128.106913172582,52.2967259954637
56.6932369805206,106.709399697957,88.2163986839872,68.0614417089186,128.106913172582,105.905670527578
0.00000000000000640078817601264,106.709399697957,104.863035031901,0.00000000000000768428289749101,128.106913172582,125.890312960896
-56.693236980522,106.709399697957,88.2163986839864,-68.0614417089202,128.106913172582,105.905670527577
-95.3867717949987,106.709399697957,43.5616790611941,-114.513856574425,128.106913172582,52.296725995462
-103.795680535287,106.709399697957,-14.9235658714112,-124.608931093796,128.106913172582,-17.9160595292037
-79.2501940908544,106.709399697957,-68.6706840847212,-95.1415504355214,128.106913172582,-82.4406227421748
-29.5433309776892,106.709399697957,-100.615345305,-35.4673997520403,128.106913172582,-120.79087073211
28.1913091866972,63.2279181390258,-132.629682025347,33.8442687188201,75.9064659912467,-159.224765647835
79.6993940917059,63.2279181390258,-109.696805100329,95.6808246294452,75.9064659912467,-131.693357155739
117.426729711994,63.2279181390258,-67.7963540092756,140.973296728636,75.9064659912467,-81.3909708148251
134.849916976729,63.2279181390258,-14.1732973994777,161.89020512125,75.9064659912467,-17.0153462062709
128.956328523151,63.2279181390258,41.9004510910546,154.814826322058,75.9064659912467,50.3023863409151
100.765019336454,63.2279181390258,90.7292309342951,120.970557603238,75.9064659912467,108.922379306923
0.00000000000000640078817601264,63.2279181390258,135.592708018553,0.00000000000000768428289749101,75.9064659912467,162.781941629653
-55.1505228850236,63.2279181390258,123.870102499809,-66.209380491806,75.9064659912467,148.708703362012
-100.765019336455,63.2279181390258,90.7292309342943,-120.97055760324,75.9064659912467,108.922379306922
-128.956328523152,63.2279181390258,41.9004510910528,-154.814826322059,75.9064659912467,50.302386340913
-134.849916976729,63.2279181390258,-14.1732973994795,-161.89020512125,75.9064659912467,-17.0153462062731
-117.426729711993,63.2279181390258,-67.7963540092772,-140.973296728635,75.9064659912467,-81.3909708148271
-79.6993940917044,63.2279181390258,-109.69680510033,-95.6808246294434,75.9064659912467,-131.69335715574
-28.1913091866953,63.2279181390258,-132.629682025347,-33.8442687188179,75.9064659912467,-159.224765647835
55.150522885022,63.2279181390258,123.870102499809,66.209380491804,75.9064659912467,148.708703362013
0.00000000000103510171010934,11.7382653118424,-149.148802299813,0.00000000000124266170812605,14.0920381836776,-179.056322311807
51.011894739435,11.7382653118424,-140.154028920191,61.2408690204526,14.0920381836776,-168.257904781468
95.871002117908,11.7382653118424,-114.254611199623,115.09518541807,14.0920381836776,-137.16510071228
129.166651735662,11.7382653118424,-74.5744011499054,155.06732383024,14.0920381836776,-89.5281611559021
146.882896857342,11.7382653118424,-25.8994177205664,176.336054438521,14.0920381836776,-31.0928040691861
146.882896857341,11.7382653118424,25.8994177205693,176.33605443852,14.0920381836776,31.0928040691896
129.16665173566,11.7382653118424,74.5744011499081,155.067323830238,14.0920381836776,89.5281611559053
95.8710021179055,11.7382653118424,114.254611199624,115.095185418067,14.0920381836776,137.165100712282
51.0118947394322,11.7382653118424,140.154028920191,61.2408690204493,14.0920381836776,168.257904781469
0.00000000000000640078817601264,11.7382653118424,149.148802299813,0.00000000000000768428289749101,14.0920381836776,179.056322311807
-51.011894739434,11.7382653118424,140.154028920191,-61.2408690204515,14.0920381836776,168.257904781468
-95.8710021179071,11.7382653118424,114.254611199623,-115.095185418069,14.0920381836776,137.16510071228
-129.166651735662,11.7382653118424,74.5744011499063,-155.06732383024,14.0920381836776,89.5281611559032
-146.882896857342,11.7382653118424,25.8994177205674,-176.336054438521,14.0920381836776,31.0928040691873
-146.882896857341,11.7382653118424,-25.8994177205684,-176.33605443852,14.0920381836776,-31.0928040691885
-129.166651735661,11.7382653118424,-74.5744011499073,-155.067323830239,14.0920381836776,-89.5281611559043
-95.8710021179063,11.7382653118424,-114.254611199623,-115.095185418068,14.0920381836776,-137.165100712281
-51.0118947394331,11.7382653118424,-140.154028920191,-61.2408690204504,14.0920381836776,-168.257904781469
101.67686187887,-41.2381022410272,-101.707347151937,122.065244048284,-49.5072224016503,-122.10184226963
-132.867145837232,-41.2381048037816,-55.0353737995859,-159.509846025167,-49.5072254782917,-66.0711415556689
0.00000000000099785126780987,-41.2381048037816,-143.814362329332,0.00000000000119794175664281,-49.5072254782917,-172.652213207481
55.0353737995864,-41.2381048037816,-132.867145837231,66.0711415556695,-49.5072254782917,-159.509846025166
132.867145837232,-41.2381048037816,-55.035373799584,159.509846025167,-49.5072254782917,-66.0711415556666
143.814362329332,-41.2381048037816,0.0000000000014999744735858,172.652213207481,-49.5072254782917,0.00000000000180075138828117
132.867145837231,-41.2381048037816,55.0353737995868,159.509846025166,-49.5072254782917,66.07114155567
101.692110835088,-41.2381048037816,101.692110835091,122.083550745874,-49.5072254782917,122.083550745877
-101.69211083509,-41.2381048037816,101.692110835089,-122.083550745876,-49.5072254782917,122.083550745875
-132.867145837232,-41.2381048037816,55.035373799585,-159.509846025167,-49.5072254782917,66.0711415556678
-143.814362329332,-41.2381048037816,-0.000000000000495725239816929,-172.652213207481,-49.5072254782917,-0.00000000000059512873687266
-101.692110835089,-41.2381048037816,-101.69211083509,-122.083550745875,-49.5072254782917,-122.083550745876
-55.0353737995846,-41.2381048037816,-132.867145837232,-66.0711415556673,-49.5072254782917,-159.509846025167
29.3529282384869,-90.0375456137784,-115.822269377149,35.2388171974777,-108.09199630834,-139.047107832563
-118.195028824697,-90.0375456137784,17.502218173012,-141.895656220867,-108.09199630834,21.0117866857475
96.0599503637332,-90.0375456137784,71.0554601418064,115.322021822272,-108.09199630834,85.3035973268488
-80.3963926256683,-90.0375456137784,-88.3901155821518,-96.5175862542362,-108.09199630834,-106.11422137364
80.3962383556925,-90.0375456137784,-88.3902559001921,96.5174010498358,-108.09199630834,-106.114389828444
112.529635995873,-90.0375456137784,-40.1680657050216,135.094231142429,-108.09199630834,-48.2226206889842
118.19505937165,-90.0375456137784,17.5020118837454,141.895692893136,-108.09199630834,21.0115390310776
-96.0598263484149,-90.0375456137784,71.0556277979385,-115.321872939234,-108.09199630834,85.3037986016158
-112.529706102202,-90.0375456137784,-40.1678693036962,-135.094315306574,-108.09199630834,-48.2223849049988
-29.3531303864357,-90.0375456137784,-115.822218146449,-35.2390598804072,-108.09199630834,-139.047046329014
